geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:1902679,negative regulation of RNA biosynthetic process,http://amigo.geneontology.org/amigo/term/GO:1902679,1198,33,18.53259669,1.780646315,8.76E-04,0.02704694,190;356;473;639;1027;1601;2672;3609;3727;4261;5017;5468;5469;6310;6774;6932;7292;8013;8110;8538;8626;10320;10499;11278;23030;23081;28996;51176;51513;60468;84159;146198;221895,ENSG00000185811;ENSG00000129351;ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000124788;ENSG00000169297;ENSG00000142599;ENSG00000057657;ENSG00000010030;ENSG00000179583;ENSG00000073282;ENSG00000117560;ENSG00000127663;ENSG00000117586;ENSG00000153071;ENSG00000184939;ENSG00000153814;ENSG00000205683;ENSG00000064393;ENSG00000112182;ENSG00000172818;ENSG00000043039;ENSG00000111276;ENSG00000150347;ENSG00000081059;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000107077;ENSG00000130522;ENSG00000118922
GO:0045892,"negative regulation of transcription, DNA-templated",http://amigo.geneontology.org/amigo/term/GO:0045892,1150,32,17.79005525,1.798757764,8.91E-04,0.027413181,190;356;639;1027;1601;2672;3609;3727;4261;5017;5468;5469;6310;6774;6932;7292;8013;8110;8538;8626;10320;10499;11278;23030;23081;28996;51176;51513;60468;84159;146198;221895,ENSG00000185811;ENSG00000129351;ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000124788;ENSG00000169297;ENSG00000057657;ENSG00000010030;ENSG00000179583;ENSG00000073282;ENSG00000117560;ENSG00000127663;ENSG00000117586;ENSG00000153071;ENSG00000184939;ENSG00000153814;ENSG00000205683;ENSG00000064393;ENSG00000112182;ENSG00000172818;ENSG00000043039;ENSG00000111276;ENSG00000150347;ENSG00000081059;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000107077;ENSG00000130522;ENSG00000118922
GO:0002758,innate immune response-activating signal transduction,http://amigo.geneontology.org/amigo/term/GO:0002758,229,11,3.542541436,3.105115409,9.02E-04,0.027650436,2672;3654;3684;7128;7187;9258;9641;10318;64135;79155;394263,ENSG00000145901;ENSG00000162676;ENSG00000168884;ENSG00000147324;ENSG00000184216;ENSG00000169896;ENSG00000231350;ENSG00000118503;ENSG00000285022;ENSG00000115267;ENSG00000131323;ENSG00000263528
GO:0050871,positive regulation of B cell activation,http://amigo.geneontology.org/amigo/term/GO:0050871,73,6,1.129281768,5.313111546,9.25E-04,0.028039087,958;3558;5788;7292;59067;79155,ENSG00000168884;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000138684;ENSG00000081237
GO:0060123,regulation of growth hormone secretion,http://amigo.geneontology.org/amigo/term/GO:0060123,13,3,0.201104972,14.91758242,9.33E-04,0.028039087,1813;5781;8997,ENSG00000160145;ENSG00000179295;ENSG00000149295
GO:0045086,positive regulation of interleukin-2 biosynthetic process,http://amigo.geneontology.org/amigo/term/GO:0045086,13,3,0.201104972,14.91758242,9.33E-04,0.028039087,941;942;5788,ENSG00000121594;ENSG00000114013;ENSG00000081237
GO:0048302,regulation of isotype switching to IgG isotypes,http://amigo.geneontology.org/amigo/term/GO:0048302,13,3,0.201104972,14.91758242,9.33E-04,0.028039087,958;3558;5788,ENSG00000109471;ENSG00000101017;ENSG00000081237
GO:0060397,JAK-STAT cascade involved in growth hormone signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0060397,13,3,0.201104972,14.91758242,9.33E-04,0.028039087,2690;3717;6774,ENSG00000168610;ENSG00000096968;ENSG00000112964
GO:0046415,urate metabolic process,http://amigo.geneontology.org/amigo/term/GO:0046415,13,3,0.201104972,14.91758242,9.33E-04,0.028039087,55604;55867;116085,ENSG00000079691;ENSG00000197891;ENSG00000168065
GO:0010558,negative regulation of macromolecule biosynthetic process,http://amigo.geneontology.org/amigo/term/GO:0010558,1406,37,21.75027624,1.70112782,9.75E-04,0.029060743,190;356;473;639;1027;1601;2672;3586;3609;3727;4261;4855;5017;5468;5469;5788;6310;6774;6932;7292;8013;8110;8538;8626;10320;10499;11278;23030;23081;28996;51176;51513;55024;60468;84159;146198;221895,ENSG00000185811;ENSG00000129351;ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000124788;ENSG00000169297;ENSG00000142599;ENSG00000057657;ENSG00000010030;ENSG00000179583;ENSG00000073282;ENSG00000117560;ENSG00000127663;ENSG00000117586;ENSG00000153071;ENSG00000136634;ENSG00000184939;ENSG00000153814;ENSG00000205683;ENSG00000064393;ENSG00000112182;ENSG00000172818;ENSG00000153064;ENSG00000043039;ENSG00000111276;ENSG00000150347;ENSG00000081237;ENSG00000081059;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000107077;ENSG00000130522;ENSG00000118922
GO:0032620,interleukin-17 production,http://amigo.geneontology.org/amigo/term/GO:0032620,29,4,0.448618785,8.916256158,9.80E-04,0.029060743,3558;7292;59067;114836,ENSG00000162739;ENSG00000109471;ENSG00000117586;ENSG00000138684
GO:0050869,negative regulation of B cell activation,http://amigo.geneontology.org/amigo/term/GO:0050869,29,4,0.448618785,8.916256158,9.80E-04,0.029060743,1493;3586;7128;55024,ENSG00000163599;ENSG00000136634;ENSG00000118503;ENSG00000153064
GO:0045066,regulatory T cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0045066,29,4,0.448618785,8.916256158,9.80E-04,0.029060743,1493;3558;3559;7292,ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000134460
GO:0070665,positive regulation of leukocyte proliferation,http://amigo.geneontology.org/amigo/term/GO:0070665,131,8,2.026519337,3.947655398,9.89E-04,0.02924803,941;942;958;3558;3559;5788;7292;59067,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000134460;ENSG00000114013;ENSG00000081237
GO:0048585,negative regulation of response to stimulus,http://amigo.geneontology.org/amigo/term/GO:0048585,1510,39,23.35911602,1.669583728,0.001001268,0.02950969,190;356;1027;1445;1601;1813;1997;2044;2064;2113;2191;2885;3558;3559;3575;3586;3815;5328;5468;5592;5781;5788;7015;7128;7292;8013;8626;9258;9518;9770;10318;10906;28996;29949;55024;81606;200734;219790;337867,ENSG00000145901;ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000182010;ENSG00000135148;ENSG00000169297;ENSG00000147324;ENSG00000134882;ENSG00000073282;ENSG00000198369;ENSG00000122861;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000117586;ENSG00000130513;ENSG00000153071;ENSG00000213626;ENSG00000136634;ENSG00000103653;ENSG00000078098;ENSG00000145242;ENSG00000118503;ENSG00000168685;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000134460;ENSG00000153064;ENSG00000164362;ENSG00000111276;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000185532;ENSG00000132170;ENSG00000119508;ENSG00000120690;ENSG00000134954
GO:0000902,cell morphogenesis,http://amigo.geneontology.org/amigo/term/GO:0000902,965,28,14.9281768,1.875647668,0.001015708,0.029838066,473;1813;2044;2064;2885;3575;3815;3984;4855;5469;5781;6857;8013;8516;8997;22891;23380;27255;51176;51199;55604;55843;57216;57619;65059;84570;84628;157285,ENSG00000141736;ENSG00000079691;ENSG00000157404;ENSG00000177885;ENSG00000125686;ENSG00000142599;ENSG00000106683;ENSG00000075884;ENSG00000275342;ENSG00000188517;ENSG00000145242;ENSG00000162738;ENSG00000168685;ENSG00000077943;ENSG00000160145;ENSG00000266028;ENSG00000100503;ENSG00000173166;ENSG00000179295;ENSG00000138771;ENSG00000149295;ENSG00000119508;ENSG00000138795;ENSG00000285551;ENSG00000204301;ENSG00000134115;ENSG00000196358;ENSG00000067715
GO:0043030,regulation of macrophage activation,http://amigo.geneontology.org/amigo/term/GO:0043030,50,5,0.773480663,6.464285714,0.001022411,0.029937768,3586;3684;5788;9258;79155,ENSG00000168884;ENSG00000147324;ENSG00000169896;ENSG00000136634;ENSG00000285022;ENSG00000081237
GO:0032102,negative regulation of response to external stimulus,http://amigo.geneontology.org/amigo/term/GO:0032102,309,13,4.780110497,2.719602404,0.00108497,0.031667135,1027;1813;2113;2191;3558;3559;3586;5328;5468;5592;5788;7128;9258,ENSG00000147324;ENSG00000122861;ENSG00000109471;ENSG00000136634;ENSG00000078098;ENSG00000118503;ENSG00000285022;ENSG00000134460;ENSG00000111276;ENSG00000149295;ENSG00000081237;ENSG00000185532;ENSG00000132170;ENSG00000134954
GO:0071219,cellular response to molecule of bacterial origin,http://amigo.geneontology.org/amigo/term/GO:0071219,199,10,3.078453039,3.248384781,0.001090397,0.031723184,941;942;949;958;2672;3586;3654;7128;7292;79155,ENSG00000162676;ENSG00000168884;ENSG00000184216;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000136634;ENSG00000118503;ENSG00000073060;ENSG00000114013
GO:0042089,cytokine biosynthetic process,http://amigo.geneontology.org/amigo/term/GO:0042089,103,7,1.593370166,4.393203883,0.0010951,0.031757903,941;942;3586;5788;6774;29949;59067,ENSG00000168610;ENSG00000142224;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000114013;ENSG00000081237
GO:0002712,regulation of B cell mediated immunity,http://amigo.geneontology.org/amigo/term/GO:0002712,51,5,0.788950276,6.337535014,0.001119432,0.032256749,958;3558;3586;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0002889,regulation of immunoglobulin mediated immune response,http://amigo.geneontology.org/amigo/term/GO:0002889,51,5,0.788950276,6.337535014,0.001119432,0.032256749,958;3558;3586;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0040017,positive regulation of locomotion,http://amigo.geneontology.org/amigo/term/GO:0040017,515,18,7.966850829,2.259361997,0.001131145,0.032423,949;958;1601;2113;3717;3815;3918;4249;5328;5788;6774;7015;8013;51176;55140;55604;57118;84299,ENSG00000079691;ENSG00000157404;ENSG00000168610;ENSG00000122861;ENSG00000096968;ENSG00000058085;ENSG00000134014;ENSG00000101017;ENSG00000153071;ENSG00000141741;ENSG00000152127;ENSG00000164362;ENSG00000073060;ENSG00000183049;ENSG00000081237;ENSG00000119508;ENSG00000138795;ENSG00000134954
GO:0007167,enzyme linked receptor protein signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0007167,972,28,15.03646409,1.862139918,0.001132368,0.032423,356;640;1601;1609;2044;2064;2690;2885;3092;3654;3717;3815;4688;5781;6774;8013;8516;8997;9518;9770;23294;28514;28996;51176;54806;84159;116449;200734,ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000127946;ENSG00000136573;ENSG00000168610;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000117560;ENSG00000064999;ENSG00000130513;ENSG00000153071;ENSG00000145242;ENSG00000077943;ENSG00000160145;ENSG00000109684;ENSG00000101265;ENSG00000064393;ENSG00000135541;ENSG00000179295;ENSG00000145214;ENSG00000150347;ENSG00000119508;ENSG00000138795;ENSG00000116701;ENSG00000198719;ENSG00000112964
GO:0042107,cytokine metabolic process,http://amigo.geneontology.org/amigo/term/GO:0042107,104,7,1.608839779,4.350961538,0.001158945,0.033079279,941;942;3586;5788;6774;29949;59067,ENSG00000168610;ENSG00000142224;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000114013;ENSG00000081237
GO:0048291,isotype switching to IgG isotypes,http://amigo.geneontology.org/amigo/term/GO:0048291,14,3,0.216574586,13.85204082,0.001173658,0.033393897,958;3558;5788,ENSG00000109471;ENSG00000101017;ENSG00000081237
GO:0031175,neuron projection development,http://amigo.geneontology.org/amigo/term/GO:0031175,927,27,14.34033149,1.882801664,0.00118359,0.033570912,473;1813;2044;2064;2672;2885;3558;3717;3984;5592;5781;6857;8013;8997;22891;23380;27255;51199;57118;57216;64072;65059;84570;84628;91752;157285;257194,ENSG00000141736;ENSG00000162676;ENSG00000177885;ENSG00000142599;ENSG00000096968;ENSG00000109471;ENSG00000107736;ENSG00000106683;ENSG00000275342;ENSG00000188517;ENSG00000145242;ENSG00000162738;ENSG00000160145;ENSG00000266028;ENSG00000100503;ENSG00000173166;ENSG00000179295;ENSG00000183049;ENSG00000149295;ENSG00000172260;ENSG00000185532;ENSG00000170396;ENSG00000119508;ENSG00000285551;ENSG00000134115;ENSG00000196358;ENSG00000067715
GO:0009615,response to virus,http://amigo.geneontology.org/amigo/term/GO:0009615,313,13,4.84198895,2.684847102,0.001218703,0.034458817,958;1130;3451;3559;3609;3663;5788;6367;7128;7187;7292;9641;64135,ENSG00000143669;ENSG00000234829;ENSG00000129351;ENSG00000117586;ENSG00000101017;ENSG00000118503;ENSG00000134460;ENSG00000115267;ENSG00000128604;ENSG00000131323;ENSG00000081237;ENSG00000263528;ENSG00000102962
GO:0031100,animal organ regeneration,http://amigo.geneontology.org/amigo/term/GO:0031100,77,6,1.191160221,5.037105751,0.001223589,0.034489196,3586;3936;5468;5469;5634;8013,ENSG00000136167;ENSG00000125686;ENSG00000136634;ENSG00000101911;ENSG00000132170;ENSG00000119508
GO:0051253,negative regulation of RNA metabolic process,http://amigo.geneontology.org/amigo/term/GO:0051253,1274,34,19.70828729,1.725162593,0.001254676,0.035255624,190;356;473;639;1027;1601;2672;3609;3727;4261;5017;5468;5469;6310;6774;6932;7015;7292;8013;8110;8538;8626;10320;10499;11278;23030;23081;28996;51176;51513;60468;84159;146198;221895,ENSG00000185811;ENSG00000129351;ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000124788;ENSG00000169297;ENSG00000142599;ENSG00000057657;ENSG00000010030;ENSG00000179583;ENSG00000073282;ENSG00000117560;ENSG00000127663;ENSG00000117586;ENSG00000153071;ENSG00000184939;ENSG00000153814;ENSG00000205683;ENSG00000064393;ENSG00000112182;ENSG00000172818;ENSG00000043039;ENSG00000164362;ENSG00000111276;ENSG00000150347;ENSG00000081059;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000107077;ENSG00000130522;ENSG00000118922
GO:0007423,sensory organ development,http://amigo.geneontology.org/amigo/term/GO:0007423,520,18,8.044198895,2.237637363,0.001260452,0.035308263,356;639;1027;3815;5469;5781;6774;8013;8516;9474;23418;28514;28996;51176;54806;57216;64072;80736,ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000057657;ENSG00000228263;ENSG00000117560;ENSG00000107736;ENSG00000134376;ENSG00000204385;ENSG00000162738;ENSG00000077943;ENSG00000064393;ENSG00000111276;ENSG00000135541;ENSG00000179295;ENSG00000057663;ENSG00000119508;ENSG00000138795;ENSG00000198719
GO:2000352,negative regulation of endothelial cell apoptotic process,http://amigo.geneontology.org/amigo/term/GO:2000352,31,4,0.479558011,8.341013825,0.001266732,0.035374678,3586;7015;7128;79155,ENSG00000168884;ENSG00000136634;ENSG00000118503;ENSG00000164362
GO:0032609,interferon-gamma production,http://amigo.geneontology.org/amigo/term/GO:0032609,106,7,1.639779006,4.268867925,0.001295373,0.03606319,3558;3586;3595;7292;8807;59067;114836,ENSG00000162739;ENSG00000109471;ENSG00000117586;ENSG00000138684;ENSG00000081985;ENSG00000136634;ENSG00000115607
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,http://amigo.geneontology.org/amigo/term/GO:0002822,137,8,2.119337017,3.774765381,0.001320583,0.036652245,941;958;3558;3575;3586;5788;7128;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000081237
GO:0048008,platelet-derived growth factor receptor signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0048008,53,5,0.819889503,6.098382749,0.001333717,0.03679108,3092;3717;5781;8013;84159,ENSG00000127946;ENSG00000096968;ENSG00000179295;ENSG00000150347;ENSG00000119508
GO:0016445,somatic diversification of immunoglobulins,http://amigo.geneontology.org/amigo/term/GO:0016445,53,5,0.819889503,6.098382749,0.001333717,0.03679108,958;3558;3586;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0050730,241,11,3.728176796,2.950503853,0.001361981,0.037456553,941;958;1609;2690;3558;3717;3815;5788;6774;55024;59067,ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000153064;ENSG00000145214;ENSG00000081237;ENSG00000112964
GO:0051224,negative regulation of protein transport,http://amigo.geneontology.org/amigo/term/GO:0051224,171,9,2.645303867,3.402255639,0.00139315,0.038197645,1445;1813;1815;3586;5781;7128;51715;55024;337867,ENSG00000134882;ENSG00000112210;ENSG00000136634;ENSG00000103653;ENSG00000118503;ENSG00000153064;ENSG00000179295;ENSG00000149295;ENSG00000276825
GO:1904707,positive regulation of vascular smooth muscle cell proliferation,http://amigo.geneontology.org/amigo/term/GO:1904707,32,4,0.495027624,8.080357143,0.001430288,0.038895053,3586;3717;7015;8013,ENSG00000096968;ENSG00000136634;ENSG00000164362;ENSG00000119508
GO:0071354,cellular response to interleukin-6,http://amigo.geneontology.org/amigo/term/GO:0071354,32,4,0.495027624,8.080357143,0.001430288,0.038895053,2672;3717;5781;6774,ENSG00000162676;ENSG00000168610;ENSG00000096968;ENSG00000179295
GO:0030522,intracellular receptor signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0030522,280,12,4.331491713,2.770408163,0.001431482,0.038895053,190;1601;3654;3717;5468;5469;6774;7128;8013;8626;64135;81606,ENSG00000125686;ENSG00000168610;ENSG00000169297;ENSG00000184216;ENSG00000073282;ENSG00000096968;ENSG00000153071;ENSG00000213626;ENSG00000118503;ENSG00000115267;ENSG00000132170;ENSG00000119508
GO:1903530,regulation of secretion by cell,http://amigo.geneontology.org/amigo/term/GO:1903530,705,22,10.90607735,2.017223911,0.001443549,0.038971777,640;958;1813;1815;2044;3382;3558;3586;3684;3717;5781;6343;6857;7128;7292;8997;9474;27159;55024;64135;114088;192683,ENSG00000136573;ENSG00000198794;ENSG00000100505;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000101017;ENSG00000003147;ENSG00000136634;ENSG00000145242;ENSG00000118503;ENSG00000160145;ENSG00000115267;ENSG00000153064;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000149295;ENSG00000276825;ENSG00000070031;ENSG00000067715
GO:0035855,megakaryocyte development,http://amigo.geneontology.org/amigo/term/GO:0035855,15,3,0.232044199,12.92857143,0.001450387,0.038971777,3815;5469;5781,ENSG00000157404;ENSG00000125686;ENSG00000179295
GO:0032740,positive regulation of interleukin-17 production,http://amigo.geneontology.org/amigo/term/GO:0032740,15,3,0.232044199,12.92857143,0.001450387,0.038971777,3558;59067;114836,ENSG00000162739;ENSG00000109471;ENSG00000138684
GO:0050766,positive regulation of phagocytosis,http://amigo.geneontology.org/amigo/term/GO:0050766,54,5,0.835359116,5.985449735,0.001451535,0.038971777,717;3684;5468;5788;57118,ENSG00000166278;ENSG00000169896;ENSG00000183049;ENSG00000081237;ENSG00000132170;ENSG00000231543
GO:1902107,positive regulation of leukocyte differentiation,http://amigo.geneontology.org/amigo/term/GO:1902107,140,8,2.165745856,3.693877551,0.00151654,0.040596606,941;942;3558;3559;3575;5788;7292;51176,ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000168685;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000138795
GO:0070371,ERK1 and ERK2 cascade,http://amigo.geneontology.org/amigo/term/GO:0070371,322,13,4.98121547,2.609804791,0.001570483,0.041597796,1445;1813;2044;2064;3815;4853;5469;5781;5788;6367;9258;10318;51074,ENSG00000145901;ENSG00000141736;ENSG00000157404;ENSG00000125686;ENSG00000147324;ENSG00000149089;ENSG00000103653;ENSG00000145242;ENSG00000285022;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000102962;ENSG00000134250
GO:0071902,positive regulation of protein serine/threonine kinase activity,http://amigo.geneontology.org/amigo/term/GO:0071902,322,13,4.98121547,2.609804791,0.001570483,0.041597796,958;1027;1445;1815;2064;2690;3654;3717;3815;5781;5788;9518;57216,ENSG00000141736;ENSG00000157404;ENSG00000184216;ENSG00000096968;ENSG00000101017;ENSG00000130513;ENSG00000103653;ENSG00000162738;ENSG00000111276;ENSG00000179295;ENSG00000081237;ENSG00000276825;ENSG00000112964
