,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
3786,219306_at,0.6932596999999999,0.11800000000000001,-1.58389,-4.68189,-0.42020136,KIF15,kinesin family member 15
3785,201520_s_at,0.6932596999999999,0.11800000000000001,-1.5839039,-4.68187,-0.15767117,GRSF1,G-rich RNA sequence binding factor 1
3784,220677_s_at,0.6932345999999999,0.11800000000000001,1.5841819,-4.68147,0.42329340000000004,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8
3783,218521_s_at,0.6926809,0.11800000000000001,1.5847318000000001,-4.6807,0.28874812,UBE2W,ubiquitin conjugating enzyme E2 W (putative)
3782,219516_at,0.6926256,0.11800000000000001,1.5849096999999999,-4.68044,0.25875989,TRPV4,transient receptor potential cation channel subfamily V member 4
3781,202172_at,0.6925894,0.11800000000000001,1.5850734,-4.68021,0.24187409,VEZF1,vascular endothelial zinc finger 1
3810,206363_at,0.6956916,0.11900000000000001,-1.5788061000000002,-4.68906,-0.92926502,MAF,MAF bZIP transcription factor
3811,213929_at,0.6958880000000001,0.11900000000000001,1.5785238000000001,-4.68945,0.23786564,EXPH5,exophilin 5
3812,215141_at,0.6959476,0.11900000000000001,1.5783433999999998,-4.68971,0.36655176,NOP14-AS1,NOP14 antisense RNA 1
3813,204490_s_at,0.6959626,0.11900000000000001,1.5781962999999999,-4.68992,0.29131816,CD44,CD44 molecule (Indian blood group)
3817,210336_x_at,0.6961153,0.11900000000000001,1.5775391,-4.690840000000001,0.30204759999999997,MZF1,myeloid zinc finger 1
3815,202027_at,0.6961153,0.11900000000000001,-1.5776789,-4.69064,-0.24804828,TMEM184B,transmembrane protein 184B
3816,210553_x_at,0.6961153,0.11900000000000001,1.5775689,-4.6908,0.44981358,LOC100507472///PCSK6,uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6
3809,213192_at,0.6956916,0.11900000000000001,1.5788107,-4.68905,0.45663924,THAP3,THAP domain containing 3
3814,208768_x_at,0.6961153,0.11900000000000001,1.5776854999999999,-4.69064,0.18358825,RPL22,ribosomal protein L22
3807,215899_at,0.6956916,0.11900000000000001,1.5790387,-4.6887300000000005,0.2727861,,
3808,209221_s_at,0.6956916,0.11900000000000001,1.5789168,-4.6889,0.15020484,OSBPL2,oxysterol binding protein like 2
3805,217528_at,0.6956916,0.11900000000000001,1.5794822,-4.6881,0.58948518,CLCA2,chloride channel accessory 2
3804,217609_at,0.6956916,0.11900000000000001,1.5795477,-4.68801,0.1808757,RPL13P5///LRRC23,ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23
3803,213032_at,0.6956916,0.11900000000000001,-1.5796236000000001,-4.68791,-0.50172128,NFIB,nuclear factor I B
3802,208579_x_at,0.6955725,0.11900000000000001,-1.5799836,-4.6874,-0.35200095,H2BFS,H2B histone family member S
3801,216624_s_at,0.6955725,0.11900000000000001,1.5800656000000002,-4.68728,0.51358102,KMT2A,lysine methyltransferase 2A
3800,203738_at,0.6955725,0.11900000000000001,-1.5801962,-4.6871,-0.16140385,C5orf22,chromosome 5 open reading frame 22
3799,205982_x_at,0.6955725,0.11900000000000001,1.5802992,-4.68695,0.18331642,SFTPC,surfactant protein C
3798,219509_at,0.6952427,0.11900000000000001,1.5807743,-4.68628,0.27115296,MYOZ1,myozenin 1
3797,201697_s_at,0.6952427,0.11900000000000001,-1.5807773,-4.68628,-0.27682232,DNMT1,DNA (cytosine-5-)-methyltransferase 1
3806,213037_x_at,0.6956916,0.11900000000000001,-1.5792063,-4.68849,-0.2178967,STAU1,staufen double-stranded RNA binding protein 1
3831,214938_x_at,0.6975009,0.12,-1.5743177,-4.69537,-0.14413378,HMGB1,high mobility group box 1
3832,214727_at,0.6975009,0.12,-1.5742228,-4.6955,-0.29091355,BRCA2,"BRCA2, DNA repair associated"
3833,211835_at,0.6975009,0.12,-1.5740773000000001,-4.69571,-0.61391613,IGKC,immunoglobulin kappa constant
3834,219979_s_at,0.6975009,0.12,-1.5735796,-4.69641,-0.22487198,HIKESHI,"Hikeshi, heat shock protein nuclear import factor"
3840,204516_at,0.6975009,0.12,-1.5724812,-4.69795,-0.30877129,ATXN7,ataxin 7
3839,219876_s_at,0.6975009,0.12,1.5724886,-4.69794,0.60975368,GOLGA2P5,golgin A2 pseudogene 5
3836,214429_at,0.6975009,0.12,-1.5731815,-4.696969999999999,-0.30725489,MTMR6,myotubularin related protein 6
3837,202892_at,0.6975009,0.12,-1.5725129999999998,-4.69791,-0.188636,CDC23,cell division cycle 23
3838,40149_at,0.6975009,0.12,1.5724973,-4.69793,0.20148733,SH2B1,SH2B adaptor protein 1
3835,220730_at,0.6975009,0.12,1.573381,-4.69669,0.20272901,LOC642533,uncharacterized LOC642533
3830,202629_at,0.6975009,0.12,-1.5743666,-4.6953,-0.18325556,APPBP2,amyloid beta precursor protein binding protein 2
3823,218001_at,0.6974579000000001,0.12,1.5757253,-4.69339,0.17130459,MRPS2,mitochondrial ribosomal protein S2
3828,207271_x_at,0.6975009,0.12,1.5745985,-4.69498,0.37555243,SPAG11A///SPAG11B,sperm associated antigen 11A///sperm associated antigen 11B
3829,207717_s_at,0.6975009,0.12,1.5744399,-4.6952,0.42888235,PKP2,plakophilin 2
3819,204556_s_at,0.6971678000000001,0.12,1.5763326000000002,-4.69254,0.32235075,DZIP1,DAZ interacting zinc finger protein 1
3820,203069_at,0.6971678000000001,0.12,1.5762767,-4.69262,0.39891877,SV2A,synaptic vesicle glycoprotein 2A
3821,218517_at,0.6971678000000001,0.12,1.5762125,-4.69271,0.23379075,JADE1,jade family PHD finger 1
3818,208809_s_at,0.6971678000000001,0.12,-1.5765437,-4.69224,-0.2849452,C6orf62,chromosome 6 open reading frame 62
3824,201441_at,0.6974714,0.12,-1.5755796,-4.6936,-0.18078831,COX6B1,cytochrome c oxidase subunit 6B1
3825,204767_s_at,0.6975009,0.12,-1.5752294,-4.69409,-0.36109538,FEN1,flap structure-specific endonuclease 1
3826,205924_at,0.6975009,0.12,1.5750193000000001,-4.69439,0.26658131,RAB3B,"RAB3B, member RAS oncogene family"
3827,216703_at,0.6975009,0.12,1.5747394,-4.694780000000001,0.2802323,,
3822,218876_at,0.6973429,0.12,1.5759465,-4.69308,0.7118445999999999,TPPP3,tubulin polymerization promoting protein family member 3
3867,202542_s_at,0.6975009,0.121,-1.5697503000000002,-4.70178,-0.18851057,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1
3877,208259_x_at,0.697816,0.121,1.5680197,-4.7042,0.28807278,IFNA7,interferon alpha 7
3862,216662_at,0.6975009,0.121,1.5700268999999998,-4.70139,0.22424773,MYO7B,myosin VIIB
3863,221868_at,0.6975009,0.121,1.5700237,-4.7014,0.41721168,PAIP2B,poly(A) binding protein interacting protein 2B
3864,215112_x_at,0.6975009,0.121,-1.5700051000000002,-4.70142,-0.66261593,MCF2L2,MCF.2 cell line derived transforming sequence-like 2
3865,33814_at,0.6975009,0.121,1.5699893999999999,-4.70144,0.17542235,PAK4,p21 (RAC1) activated kinase 4
3866,216408_at,0.6975009,0.121,1.5698324,-4.7016599999999995,0.23418081,OR2B2,olfactory receptor family 2 subfamily B member 2
3868,213586_at,0.6976938,0.121,1.5694721,-4.70217,0.24489589999999997,CDKN2D,cyclin dependent kinase inhibitor 2D
3873,204137_at,0.697816,0.121,-1.5685361,-4.70348,-0.38731738,GPR137B,G protein-coupled receptor 137B
3870,202052_s_at,0.697816,0.121,1.5689885000000001,-4.70285,0.43271714,RAI14,retinoic acid induced 14
3871,216169_at,0.697816,0.121,-1.568726,-4.7032099999999994,-0.51131794,,
3872,208062_s_at,0.697816,0.121,1.5687242000000001,-4.70322,0.27937077,NRG2,neuregulin 2
3874,215943_at,0.697816,0.121,1.5683569,-4.70373,0.41790169,KIAA1661,KIAA1661 protein
3875,213057_at,0.697816,0.121,1.5680914,-4.7041,0.44129469,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2
3876,219532_at,0.697816,0.121,1.5680488000000001,-4.70416,0.68294353,ELOVL4,ELOVL fatty acid elongase 4
3860,211718_at,0.6975009,0.121,1.5703627,-4.70092,0.51402647,MGC2889,uncharacterized protein MGC2889
3869,202595_s_at,0.697816,0.121,-1.5691638,-4.7026,-0.43821434,LEPROTL1,leptin receptor overlapping transcript-like 1
3859,206361_at,0.6975009,0.121,1.5705122999999999,-4.70071,0.41602985,PTGDR2,prostaglandin D2 receptor 2
3861,218655_s_at,0.6975009,0.121,1.5702009,-4.70115,0.14232965,CWC25,CWC25 spliceosome associated protein homolog
3857,208710_s_at,0.6975009,0.121,-1.57069,-4.70046,-0.63131689,AP3D1,adaptor related protein complex 3 delta 1 subunit
3858,209020_at,0.6975009,0.121,1.570599,-4.70059,0.21096114,OSER1,oxidative stress responsive serine rich 1
3841,219043_s_at,0.6975009,0.121,-1.5721515,-4.69841,-0.15431433,PDCL3P4///PDCL3,phosducin-like 3 pseudogene 4///phosducin like 3
3843,205398_s_at,0.6975009,0.121,-1.5718618999999998,-4.6988199999999996,-0.36556838,SMAD3,SMAD family member 3
3844,216468_s_at,0.6975009,0.121,1.5716287,-4.69915,0.59766498,ZNF682,zinc finger protein 682
3845,210233_at,0.6975009,0.121,-1.5716026,-4.69918,-0.53046224,IL1RAP,interleukin 1 receptor accessory protein
3846,206878_at,0.6975009,0.121,1.5715785,-4.6992199999999995,0.24625487,DAO,D-amino acid oxidase
3847,216504_s_at,0.6975009,0.121,-1.5714796999999998,-4.69935,-0.24987321,SLC39A8,solute carrier family 39 member 8
3848,218301_at,0.6975009,0.121,1.5714299999999999,-4.69942,0.19573072,RNPEPL1,arginyl aminopeptidase like 1
3842,204263_s_at,0.6975009,0.121,1.5720714,-4.698519999999999,0.4051926,CPT2,carnitine palmitoyltransferase 2
3850,212214_at,0.6975009,0.121,1.5713727,-4.6995,0.16553903,OPA1,"OPA1, mitochondrial dynamin like GTPase"
3851,210571_s_at,0.6975009,0.121,-1.5713678,-4.69951,-0.42670187,CMAHP,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
3852,212813_at,0.6975009,0.121,1.5713662,-4.69951,0.37705478,JAM3,junctional adhesion molecule 3
3853,220343_at,0.6975009,0.121,1.5713651000000002,-4.69952,0.26717943,PDE7B,phosphodiesterase 7B
3854,203664_s_at,0.6975009,0.121,-1.5712072,-4.69974,-0.16021484,POLR2D,RNA polymerase II subunit D
3855,209249_s_at,0.6975009,0.121,-1.5711339,-4.69984,-0.16402285,GHITM,growth hormone inducible transmembrane protein
3856,202040_s_at,0.6975009,0.121,-1.5708739999999999,-4.7002,-0.21134481,KDM5A,lysine demethylase 5A
3849,215483_at,0.6975009,0.121,-1.5713983,-4.69947,-0.51743642,AKAP9,A-kinase anchoring protein 9
3895,205775_at,0.697816,0.122,1.5656531,-4.70751,0.17177561,FAM50B,family with sequence similarity 50 member B
3896,214329_x_at,0.697816,0.122,-1.5655447,-4.70766,-0.59986823,TNFSF10,tumor necrosis factor superfamily member 10
3897,207488_at,0.697816,0.122,1.5654938999999999,-4.70774,0.2762839,,
3898,204407_at,0.6981470999999999,0.122,-1.5651131999999999,-4.70827,-0.29909879,TTF2,transcription termination factor 2
3899,207026_s_at,0.6982566,0.122,1.5646661,-4.70889,0.31509284,ATP2B3,ATPase plasma membrane Ca2+ transporting 3
3900,221422_s_at,0.6982566,0.122,1.5644303,-4.709219999999999,0.38223928,MIR600///MIR600HG,microRNA 600///MIR600 host gene
3904,220420_at,0.6982566,0.122,1.5641502,-4.70961,0.42705366,LMAN1L,"lectin, mannose binding 1 like"
3902,219272_at,0.6982566,0.122,-1.5642424,-4.70948,-0.19391656,TRIM62,tripartite motif containing 62
3903,215345_x_at,0.6982566,0.122,-1.5642318000000002,-4.7095,-0.43184459,,
3905,207702_s_at,0.6982566,0.122,1.5640967,-4.70969,0.26504927,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
3906,210117_at,0.6983948,0.122,-1.5638602,-4.71002,-0.29466962,SPAG1,sperm associated antigen 1
3894,208519_x_at,0.697816,0.122,1.5656803,-4.70747,0.38106690000000004,GNRH2,gonadotropin releasing hormone 2
3901,203606_at,0.6982566,0.122,-1.5643771,-4.7093,-0.23848405,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6
3893,218032_at,0.697816,0.122,1.5656966,-4.70745,0.31897724,SNN,stannin
3889,210741_at,0.697816,0.122,1.5660441999999999,-4.70697,0.51759431,ARHGEF12,Rho guanine nucleotide exchange factor 12
3891,211900_x_at,0.697816,0.122,1.5658343000000001,-4.70726,0.50524656,CD6,CD6 molecule
3878,215251_at,0.697816,0.122,1.5675270000000001,-4.70489,0.41115109999999994,,
3892,221775_x_at,0.697816,0.122,1.5658187,-4.70728,0.17211482,RPL22,ribosomal protein L22
3880,213806_at,0.697816,0.122,1.5673278,-4.70517,0.24804970000000004,PURA,purine rich element binding protein A
3881,208274_at,0.697816,0.122,1.5672723,-4.70525,0.25547339,OCLM,oculomedin
3882,201230_s_at,0.697816,0.122,1.5669686999999999,-4.70567,0.20768647,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2
3883,211604_x_at,0.697816,0.122,1.5669518,-4.7057,0.27967709,HAP1,huntingtin associated protein 1
3879,214621_at,0.697816,0.122,-1.5673933,-4.705080000000001,-0.54446628,GYS2,glycogen synthase 2
3885,221448_s_at,0.697816,0.122,1.5664715,-4.70637,0.24947182,TEX15,testis expressed 15
3886,206841_at,0.697816,0.122,-1.5662697,-4.70665,-0.49871735,PDE6H,phosphodiesterase 6H
3887,205461_at,0.697816,0.122,1.5662155,-4.70673,0.41758011,RAB35,"RAB35, member RAS oncogene family"
3888,201511_at,0.697816,0.122,1.5661671999999998,-4.70679,0.18644370000000002,AAMP,angio associated migratory cell protein
3890,207226_at,0.697816,0.122,-1.5658742,-4.7072,-0.39275794,HIST1H2BN,"histone cluster 1, H2bn"
3884,216409_at,0.697816,0.122,1.5668966999999998,-4.705769999999999,0.19776768,ACSL6,acyl-CoA synthetase long-chain family member 6
3921,215300_s_at,0.6990346,0.12300000000000001,1.5613843,-4.71347,0.58040109,FMO5,flavin containing monooxygenase 5
3922,217736_s_at,0.6991301,0.12300000000000001,-1.5609716999999999,-4.71405,-0.14708839,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1
3923,200002_at,0.6991301,0.12300000000000001,1.5608734,-4.714180000000001,0.18323935,RPL35,ribosomal protein L35
3924,201839_s_at,0.6991301,0.12300000000000001,1.5608017,-4.7142800000000005,0.44259728,EPCAM,epithelial cell adhesion molecule
3925,216299_s_at,0.6991301,0.12300000000000001,1.5607811000000003,-4.71431,0.50333955,XRCC3,X-ray repair cross complementing 3
3928,212156_at,0.6995618,0.12300000000000001,1.5599339,-4.71549,0.18387559,VPS39,"VPS39, HOPS complex subunit"
3927,211554_s_at,0.6995618,0.12300000000000001,1.5599967,-4.715409999999999,0.34207072,APAF1,apoptotic peptidase activating factor 1
3931,206331_at,0.6995618,0.12300000000000001,1.5596618,-4.71587,0.37738658,CALCRL,calcitonin receptor like receptor
3930,204788_s_at,0.6995618,0.12300000000000001,1.5596816,-4.71584,0.22772258,PPOX,protoporphyrinogen oxidase
3920,217283_at,0.6990346,0.12300000000000001,1.5613909,-4.7134599999999995,0.33334261,,
3926,219577_s_at,0.6992233,0.12300000000000001,1.5605787,-4.71459,0.27326827,ABCA7,ATP binding cassette subfamily A member 7
3919,206503_x_at,0.6990346,0.12300000000000001,-1.5615888,-4.71319,-0.6095349,PML,promyelocytic leukemia
3929,201045_s_at,0.6995618,0.12300000000000001,1.5599208999999998,-4.71551,0.32102394,WTH3DI///RAB6A,"RAB6C-like///RAB6A, member RAS oncogene family"
3917,208543_at,0.6990346,0.12300000000000001,1.5618365,-4.71284,0.42797084,OR10H2,olfactory receptor family 10 subfamily H member 2
3907,219755_at,0.6986549,0.12300000000000001,1.5635326999999999,-4.71047,0.25929659,CBX8,chromobox 8
3908,214486_x_at,0.6986901999999999,0.12300000000000001,-1.5632287,-4.7109,-0.25521807,CFLAR,CASP8 and FADD like apoptosis regulator
3909,221767_x_at,0.6986901999999999,0.12300000000000001,-1.5631118,-4.71106,-0.26972151,HDLBP,high density lipoprotein binding protein
3910,204394_at,0.6986901999999999,0.12300000000000001,1.5630036,-4.7112099999999995,0.17955004,SLC43A1,solute carrier family 43 member 1
3911,205845_at,0.6986901999999999,0.12300000000000001,1.562973,-4.71126,0.21816727,CACNA1H,calcium voltage-gated channel subunit alpha1 H
3918,221670_s_at,0.6990346,0.12300000000000001,1.5616027,-4.71317,0.19408068,LHX3,LIM homeobox 3
3913,208852_s_at,0.6990346,0.12300000000000001,-1.5623723999999999,-4.71209,-0.24457076,CANX,calnexin
3914,217617_at,0.6990346,0.12300000000000001,1.5620048999999998,-4.71261,0.46048636,,
3915,201054_at,0.6990346,0.12300000000000001,1.5619916,-4.712619999999999,0.18709802,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0
3916,209749_s_at,0.6990346,0.12300000000000001,1.5619053,-4.71275,0.36772978,ACE,angiotensin I converting enzyme
3912,215087_at,0.6990346,0.12300000000000001,-1.5625307,-4.711869999999999,-0.33455999,C15orf39,chromosome 15 open reading frame 39
3950,204822_at,0.7018671999999999,0.124,-1.5554238999999999,-4.721769999999999,-0.43988744,TTK,TTK protein kinase
3949,201144_s_at,0.7017839,0.124,-1.5556183000000001,-4.7215,-0.1849739,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha
3948,210995_s_at,0.7017839,0.124,-1.5556919,-4.72139,-0.37937825,TRIM23,tripartite motif containing 23
3947,207762_at,0.7014531999999999,0.124,1.5561295,-4.72079,0.43540919,LPAL2,"lipoprotein(a) like 2, pseudogene"
3946,212202_s_at,0.7014531999999999,0.124,-1.5561891,-4.7207,-0.18958878,TMEM87A,transmembrane protein 87A
3945,220234_at,0.7011898,0.124,1.5565908000000002,-4.72015,0.47111145,CA8,carbonic anhydrase 8
3944,220611_at,0.7011898,0.124,1.5566611000000001,-4.72005,0.2930224,DAB1,"DAB1, reelin adaptor protein"
3943,216592_at,0.7011898,0.124,1.5567891999999999,-4.719869999999999,0.38770484,MAGEC3,MAGE family member C3
3941,205635_at,0.7008564,0.124,-1.5573694,-4.71906,-0.37169491,KALRN,"kalirin, RhoGEF kinase"
3942,214779_s_at,0.7009463,0.124,1.5571698,-4.71934,0.2430032,SGSM3,small G protein signaling modulator 3
3939,220371_s_at,0.7008274,0.124,1.5575831,-4.71877,0.26899759,SLC12A9,solute carrier family 12 member 9
3937,221047_s_at,0.7002954,0.124,1.5583182,-4.71774,0.25253659,MARK1,microtubule affinity regulating kinase 1
3936,209754_s_at,0.7002954,0.124,-1.5583832,-4.71765,-0.32464013,TMPO,thymopoietin
3935,200945_s_at,0.7002954,0.124,-1.5584648,-4.7175400000000005,-0.18760568,SEC31A,"SEC31 homolog A, COPII coat complex component"
3934,211118_x_at,0.7002954,0.124,1.5586178,-4.7173300000000005,0.38966608,ESR2,estrogen receptor 2
3933,215764_x_at,0.7001178000000001,0.124,1.5589815,-4.716819999999999,0.1558596,AP2A2,adaptor related protein complex 2 alpha 2 subunit
3932,218124_at,0.7001124,0.124,-1.5591183000000002,-4.71663,-0.17894200000000002,RETSAT,retinol saturase
3940,202036_s_at,0.7008274,0.124,-1.5575236000000001,-4.71885,-0.41850352,SFRP1,secreted frizzled related protein 1
3938,221727_at,0.70048,0.124,-1.5580479,-4.71812,-0.28553161,SUB1,"SUB1 homolog, transcriptional regulator"
3960,216841_s_at,0.7028125,0.125,-1.5532712,-4.72476,-0.65867945,LOC100129518///SOD2,"uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial"
3966,202406_s_at,0.7047924,0.125,-1.5511318,-4.72772,-0.18412387,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1
3965,203800_s_at,0.7047924,0.125,-1.5511673000000001,-4.72767,-0.15709385,MRPS14,mitochondrial ribosomal protein S14
3964,209784_s_at,0.7032353,0.125,1.5525541999999999,-4.72575,0.41737719,JAG2,jagged 2
3963,215733_x_at,0.7028125,0.125,1.5530011000000001,-4.72513,0.26243061,CTAG2,cancer/testis antigen 2
3962,211062_s_at,0.7028125,0.125,1.5530329999999999,-4.72509,0.19880938,GPR78///CPZ,G protein-coupled receptor 78///carboxypeptidase Z
3961,215821_x_at,0.7028125,0.125,1.5530667,-4.72504,0.3639745,PSG11///PSG3,pregnancy specific beta-1-glycoprotein 11///pregnancy specific beta-1-glycoprotein 3
3959,218448_at,0.7027584,0.125,-1.5535698,-4.72434,-0.14714314,GID8,GID complex subunit 8 homolog
3957,212014_x_at,0.7020225,0.125,1.5543823,-4.72321,0.29550678,CD44,CD44 molecule (Indian blood group)
3951,215956_at,0.7019371999999999,0.125,1.5551511999999998,-4.72215,0.48068094,,
3952,217962_at,0.7019371999999999,0.125,-1.5549405,-4.72244,-0.19044819,NOP10,NOP10 ribonucleoprotein
3953,39854_r_at,0.7019371999999999,0.125,1.5548888,-4.72251,0.21887338,PNPLA2,patatin like phospholipase domain containing 2
3958,211172_x_at,0.7024648,0.125,1.5539206,-4.72385,0.29408414,AKAP7,A-kinase anchoring protein 7
3955,201350_at,0.7019635000000001,0.125,1.5546906,-4.72279,0.22801219,FLOT2,flotillin 2
3956,221449_s_at,0.7020225,0.125,-1.5544818,-4.72308,-0.24641813,ITFG1,integrin alpha FG-GAP repeat containing 1
